0,0,0,0
0.05000763,0.008579912,-1000.087158,0
0.100006491,0.008580763,-2000.521729,0
0.150007665,0.008581622,-3001.11792,0
0.200000763,0.008582473,-4001.55249,0
0.250001937,0.008583343,-5002.148438,0
0.300003111,0.008584198,-6002.744629,0
0.350004286,0.008585047,-7003.34082,0
0.40000546,0.008585894,-8003.937012,0
0.450006634,0.008586768,-9006.988281,0
0.500007808,0.008587603,-10010.60742,0
0.550007045,0.008588484,-11010.49805,0
0.600006282,0.00858932,-12010.38867,0
0.650005519,0.00859018,-13010.2793,0
0.700004756,0.008591037,-14010.16992,0
0.750003994,0.008591885,-15010.06055,0
0.800003231,0.008592751,-16009.95117,0
0.850002468,0.008593602,-17009.8418,0
0.900001705,0.008594451,-18009.73242,0
0.950000942,0.008595303,-19009.62305,0
1,0.008596152,-20009.51563,0
