0,0,0,0
0.05000763,2.0027E-05,-0.000100022,0
0.100006491,4.00535E-05,-0.000200053,0
0.150007665,6.00797E-05,-0.000300095,0
0.200000763,8.01054E-05,-0.000400146,0
0.250001937,0.000100131,-0.000500208,0
0.300003111,0.000120156,-0.00060028,0
0.350004286,0.00014018,-0.000700302,0
0.40000546,0.000160204,-0.000800334,0
0.450006634,0.000180228,-0.000900435,0
0.500007808,0.000200252,-0.001000607,0
0.550007045,0.000220275,-0.001100549,0
0.600006282,0.000240178,-0.001200443,0
0.650005519,0.000260081,-0.001300346,0
0.700004756,0.000280103,-0.001400318,0
0.750003994,0.000299886,-0.001500301,0
0.800003231,0.000319907,-0.001600234,0
0.850002468,0.000339927,-0.001700177,0
0.900001705,0.000359947,-0.001800189,0
0.950000942,0.000379967,-0.001900212,0
1,0.000399986,-0.002000185,0
