0,0,0,0
0.05000763,0.017161496,-2000.473511,0
0.100006491,0.017164957,-4001.985107,0
0.150007665,0.017168384,-6003.248535,0
0.200000763,0.017171834,-8004.117676,0
0.250001937,0.01717522,-10005.31055,0
0.300003111,0.017178677,-12006.50293,0
0.350004286,0.017182082,-14007.69531,0
0.40000546,0.017185505,-16008.8877,0
0.450006634,0.01718894,-18014.99219,0
0.500007808,0.017192394,-20022.23047,0
0.550007045,0.017195791,-22022.01172,0
0.600006282,0.017199218,-24021.79297,0
0.650005519,0.017202631,-26021.57422,0
0.700004756,0.017206036,-28021.35547,0
0.750003994,0.017209433,-30021.13672,0
0.800003231,0.01721286,-32020.91797,0
0.850002468,0.017216258,-34020.69922,0
0.900001705,0.017219651,-36020.48047,0
0.950000942,0.017223049,-38020.26172,0
1,0.017226446,-40020.05078,0
