0	-796.286	-1500.93	0
100	-41.767	-116.972	0
200	-167.77	-464.638	0
300	-230.987	-637.99	0
400	-247.992	-684.203	0
500	-216.456	-597.535	0
600	-198.919	-544.693	0
700	-211.253	-560.179	0
800	-171.613	-453.178	0
900	-121.209	-328.75	0
1000	-112.229	-302.777	0
1100	-105.885	-283.686	0
1200	-110.282	-292.408	0
1300	-123.109	-327.578	0
1400	-138.582	-371.782	0
1500	-145.991	-392.563	0
1600	-161.267	-426.579	0
1700	-180.39	-477.314	0
1800	-200.424	-523.227	0
1900	-229.936	-597.988	0
2000	-246.621	-644.615	0
2100	-249.482	-653.115	0
2200	-244.205	-643.436	0
2300	-228.674	-607.68	0
2400	-214.255	-572.825	0
2500	-209.239	-564.743	0
2600	-199.402	-532.474	0
2700	-189.015	-506.477	0
2800	-175.994	-471.258	0
2900	-165.85	-443.91	0
3000	-158.438	-424.696	0
3100	-161.275	-430.609	0
3200	-170.542	-452.222	0
3300	-186.029	-487.702	0
3400	-214.398	-570.843	0
3500	-244.484	-647.833	0
3600	-265.804	-692.401	0
3700	-304.858	-775.815	0
3800	-355.669	-869.229	0
3900	-373.035	-883.717	0
4000	-366.275	-862.95	0
4100	-339.124	-801.81	0
4200	-272.225	-661.367	0
4300	-216.805	-528.844	0
4400	-224.045	-548.613	0
4500	-256.362	-626.069	0
4600	-264.856	-668.636	0
4700	-233.159	-597.983	0
4800	-203.245	-523.495	0
4900	-205.711	-528.768	0
5000	-254.181	-658.338	0
5100	-281.466	-729.358	0
5200	-277.862	-730.433	0
5300	-320.602	-827.276	0
5400	-478.962	-1219.45	0
5500	-622.827	-1558.24	0
5600	-663.495	-1652.03	0
5700	-584.161	-1465.26	0
5800	-469.578	-1192.99	0
5900	-402.044	-1040.64	0
6000	-332.693	-864.759	0
6100	-288.206	-751.922	0
6200	-341.297	-894.74	0
6300	-406.934	-1065.55	0
6400	-425.255	-1109.66	0
6500	-436.152	-1111.23	0
6600	-454.058	-1136.23	0
6700	-505.607	-1238.35	0
6800	-658.503	-1596.58	0
6900	-782.319	-1870.6	0
7000	-818.822	-1957.23	0
7100	-818.084	-1997.98	0
7200	-787.148	-1950.52	0
7300	-720.562	-1794.2	0
7400	-672.143	-1682.22	0
7500	-655.243	-1631.71	0
7600	-706.394	-1718.99	0
7700	-889.289	-2105.62	0
7800	-1026.15	-2331.69	0
7900	-1032.27	-2306.4	0
8000	-1052.4	-2354.6	0
8100	-1120.66	-2472.82	0
8200	-1107.73	-2418.4	0
8300	-1016.36	-2129.67	0
8400	-948.014	-1916.24	0
8500	-927.128	-1885.41	0
8600	-864.512	-1859.47	0
8700	-728.8	-1632.54	0
8800	-609.868	-1368.96	0
8900	-564.111	-1258.29	0
9000	-590.667	-1321.1	0
9100	-681.274	-1497.46	0
9200	-764.066	-1648.29	0
9300	-795.532	-1677	0
9400	-790.905	-1628.68	0
9500	-811.873	-1691.74	0
9600	-832.575	-1766.07	0
9700	-825.51	-1775.52	0
9800	-881.428	-1872.21	0
9900	-1156.27	-2405.79	0
10000	-1445.78	-2898.4	0
10100	-1500.68	-2941.24	0
10200	-1467.49	-3003.89	0
10300	-1444.12	-3044.88	0
10400	-1415.8	-2929.1	0
10500	-1362.07	-2807.74	0
10600	-1284.64	-2647.84	0
10700	-1123	-2214.36	0
10800	-942.526	-1784.9	0
10900	-904.618	-1740.85	0
11000	-928.453	-1837.71	0
11100	-821.643	-1641.32	0
11200	-616.387	-1254.47	0
11300	-491.591	-1046.45	0
11400	-474.549	-1056.12	0
11500	-487.586	-1090.69	0
11600	-515.596	-1104.51	0
11700	-614.867	-1328.64	0
11800	-816.714	-1859.33	0
11900	-941.65	-2099.24	0
12000	-1185.3	-2470.06	0
12100	-1273.17	-2982.31	0
12200	-1297.24	-3202.79	0
12300	-1232.17	-3150.33	0
12400	-1145.09	-2969.49	0
12500	-1151.12	-2806.92	0
12600	-1007.89	-2179.14	0
12700	-631.095	-1158.86	0
12800	-307.277	-422.927	0
12900	-279.878	-410.546	0
13000	-525.171	-857.034	0
13100	-646.591	-903.177	0
13200	-584	-799.313	0
13300	-581.907	-967.178	0
13400	-726.895	-1418.34	0
13500	-708.142	-1460.15	0
13600	-733.624	-1599.39	0
13700	-842.968	-1919.3	0
13800	-808.74	-1801.16	0
13900	-847.363	-1869.29	0
14000	-944.585	-1998	0
14100	-977.307	-1943.17	0
14200	-903.475	-1747.56	0
14300	-897.126	-1748.72	0
14400	-893.541	-1716.81	0
14500	-858.538	-1624.76	0
14600	-767.277	-1384.57	0
14700	-651.453	-1148.97	0
14800	-566.168	-1004.02	0
14900	-541.996	-928.758	0
15000	-650.035	-1043	0
15100	-820.414	-1413.6	0
15200	-772.999	-1560.54	0
15300	-758.15	-1678.53	0
15400	-746.465	-1636.03	0
15500	-804.451	-1696.07	0
15600	-826.985	-1661.72	0
15700	-792.793	-1535.03	0
15800	-756.387	-1388.7	0
15900	-722.14	-1326.42	0
16000	-663.098	-1242.91	0
16100	-586.495	-1093.8	0
16200	-564.532	-982.912	0
16300	-672.471	-1071.1	0
16400	-777.599	-1321.88	0
16500	-771.036	-1424.44	0
16600	-772.616	-1567.67	0
16700	-746.534	-1593.82	0
16800	-779.607	-1645.11	0
16900	-828.327	-1681.92	0
17000	-829.341	-1632.81	0
17100	-802.615	-1591.12	0
17200	-757.745	-1470.91	0
17300	-718.132	-1348.28	0
17400	-696.657	-1287.41	0
17500	-635.923	-1147.21	0
17600	-567.02	-969.565	0
17700	-557.573	-907.67	0
17800	-602.803	-960.56	0
17900	-675.452	-1128.29	0
18000	-685.492	-1296.61	0
18100	-682.777	-1371.67	0
18200	-712.102	-1519.98	0
18300	-692.7	-1490.45	0
18400	-720.383	-1478.38	0
