0	0	0	0
100	0.000119837	2.38599	0
200	0.0472902	0.242089	0
300	0.384511	-0.691094	0
400	-0.166406	0.115365	0
500	-0.213322	-0.6149	0
600	0.153627	-0.33021	0
700	0.652349	-3.69687	0
800	0.469798	-4.37368	0
900	-0.582206	-2.55964	0
1000	-0.793369	-3.18622	0
1100	-0.317573	-6.56187	0
1200	0.265875	4.03804	0
1300	0.754139	9.46479	0
1400	-0.763925	8.24438	0
1500	-0.677241	3.93684	0
1600	1.09384	1.34248	0
1700	-0.13539	5.21643	0
1800	-0.100347	0.748633	0
1900	0.0344598	-5.14815	0
2000	0.102567	-6.31733	0
2100	-0.133731	-6.1056	0
2200	-0.432054	-5.79653	0
2300	0.443862	-0.970119	0
2400	-0.125024	0.0557497	0
2500	-0.302725	-0.62486	0
2600	0.0212434	2.03796	0
2700	0.209265	5.50812	0
2800	0.240861	5.3143	0
2900	0.282495	5.63555	0
3000	-0.351772	-0.540153	0
3100	-0.0799229	0.645498	0
3200	0.0876534	-2.15047	0
3300	-0.0368932	-1.71689	0
3400	-0.054774	-3.43027	0
3500	-0.222698	-2.08905	0
3600	0.587386	-1.87573	0
3700	-0.269763	-0.341605	0
3800	-0.492759	-0.683972	0
3900	0.291847	-1.08646	0
4000	0.156808	2.19543	0
4100	0.161993	0.589459	0
4200	-0.364874	1.80963	0
4300	0.247123	1.6231	0
4400	-0.0458451	2.55247	0
4500	-0.037998	-1.81064	0
4600	0.169644	1.3831	0
4700	-0.300266	-1.81921	0
4800	0.110029	-1.64946	0
4900	0.205249	-0.184539	0
5000	-0.156	1.51561	0
5100	-0.0518588	-0.53913	0
5200	0.0836324	-2.43451	0
5300	0.0209031	-0.977709	0
5400	-0.0650902	-0.165731	0
5500	-0.125624	0.790458	0
5600	-0.248294	0.729191	0
5700	0.320684	3.63632	0
5800	0.368682	-0.0526558	0
5900	0.0317434	0.467293	0
6000	-0.215427	-1.89373	0
6100	-0.0181638	-1.00268	0
6200	-0.392037	0.469026	0
6300	0.111546	-0.0645953	0
6400	0.489714	1.53768	0
6500	-0.368024	-0.823791	0
6600	-0.0663034	-2.07726	0
